"t","user_count","title"
37.5161111111111,15,"2020 Election Edge – Live Blog Coverage"
42.7702777777778,18,"2020 Election Edge – Live Blog Coverage"
81.8236111111111,22,"2020 Election Edge – Live Blog Coverage"
17.3516666666667,8,"2020 Election Edge – Live Blog Coverage"
17.6527777777778,9,"2020 Election Edge – Live Blog Coverage"
72.6627777777778,22,"2020 Election Edge – Live Blog Coverage"
104.693888888889,31,"2020 Election Edge – Live Blog Coverage"
60.5808333333333,18,"2020 Election Edge – Live Blog Coverage"
17.3477777777778,7,"2020 Election Edge – Live Blog Coverage"
89.4444444444444,28,"2020 Election Edge – Live Blog Coverage"
98.7202777777778,29,"2020 Election Edge – Live Blog Coverage"
104.688611111111,30,"2020 Election Edge – Live Blog Coverage"
104.815555555556,32,"2020 Election Edge – Live Blog Coverage"
106.173888888889,33,"2020 Election Edge – Live Blog Coverage"
106.302777777778,35,"2020 Election Edge – Live Blog Coverage"
106.409444444444,35,"2020 Election Edge – Live Blog Coverage"
86.2169444444445,25,"2020 Election Edge – Live Blog Coverage"
87.2863888888889,27,"2020 Election Edge – Live Blog Coverage"
86.4736111111111,26,"2020 Election Edge – Live Blog Coverage"
85.2972222222222,24,"2020 Election Edge – Live Blog Coverage"
0,2,"2020 Election Edge – Live Blog Coverage"
0.1075,3,"2020 Election Edge – Live Blog Coverage"
0.126388888888889,4,"2020 Election Edge – Live Blog Coverage"
0.37,5,"2020 Election Edge – Live Blog Coverage"
7.12444444444444,6,"2020 Election Edge – Live Blog Coverage"
17.9427777777778,10,"2020 Election Edge – Live Blog Coverage"
18.0944444444444,11,"2020 Election Edge – Live Blog Coverage"
18.6991666666667,12,"2020 Election Edge – Live Blog Coverage"
23.5222222222222,13,"2020 Election Edge – Live Blog Coverage"
37.2238888888889,14,"2020 Election Edge – Live Blog Coverage"
41.8013888888889,16,"2020 Election Edge – Live Blog Coverage"
41.9625,17,"2020 Election Edge – Live Blog Coverage"
60.62,19,"2020 Election Edge – Live Blog Coverage"
60.7430555555556,20,"2020 Election Edge – Live Blog Coverage"
65.7213888888889,21,"2020 Election Edge – Live Blog Coverage"
66.7608333333333,22,"2020 Election Edge – Live Blog Coverage"
84.8927777777778,23,"2020 Election Edge – Live Blog Coverage"
106.183333333333,34,"2020 Election Edge – Live Blog Coverage"
0.106666666666667,56,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.174166666666667,77,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.172222222222222,76,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.163333333333333,75,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.160833333333333,74,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.159722222222222,73,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.156388888888889,72,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.153333333333333,71,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.151666666666667,70,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.146666666666667,69,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.146388888888889,68,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.132777777777778,67,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.175555555555556,78,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.131388888888889,65,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.124722222222222,64,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.124166666666667,63,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.123055555555556,62,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.1175,61,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.111111111111111,60,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.11,59,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.109444444444444,58,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.109166666666667,57,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0972222222222222,55,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0969444444444444,54,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.190277777777778,81,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.308611111111111,103,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.306111111111111,102,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.305277777777778,101,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.302222222222222,100,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.301388888888889,99,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.258333333333333,98,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.257777777777778,97,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.251388888888889,96,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.250833333333333,95,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.187222222222222,80,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.248055555555556,93,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.228888888888889,91,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.227222222222222,90,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.220833333333333,89,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.215833333333333,88,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.204444444444444,87,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.200555555555556,86,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.199166666666667,85,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.195277777777778,84,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.193611111111111,83,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.193333333333333,82,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.244722222222222,92,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0944444444444444,53,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0327777777777778,25,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0891666666666667,51,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0322222222222222,23,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0313888888888889,22,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0283333333333333,21,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0277777777777778,20,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0225,19,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0222222222222222,18,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0219444444444444,17,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0175,16,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0127777777777778,15,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0325,24,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0122222222222222,13,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0119444444444444,12,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0111111111111111,10,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.00861111111111111,9,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0075,8,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.005,7,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.00361111111111111,6,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.00277777777777778,5,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.00194444444444444,4,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.000555555555555556,3,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0,2,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.311388888888889,104,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0333333333333333,26,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0358333333333333,27,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0825,50,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0797222222222222,49,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0733333333333333,48,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0730555555555556,47,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0725,46,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0716666666666667,45,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0694444444444444,44,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0691666666666667,43,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0688888888888889,42,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0655555555555556,41,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0644444444444444,40,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0633333333333333,38,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0583333333333333,37,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0566666666666667,36,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0544444444444444,35,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0533333333333333,34,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0511111111111111,33,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0455555555555556,32,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0447222222222222,31,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0419444444444444,30,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0416666666666667,29,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0361111111111111,28,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.0902777777777778,52,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.316388888888889,105,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.176111111111111,79,"AG William Barr authorizes DOJ to investigate claims of election fraud"
0.318888888888889,108,"AG William Barr authorizes DOJ to investigate claims of election fraud"
1.86333333333333,192,"AG William Barr authorizes DOJ to investigate claims of election fraud"
1.7525,191,"AG William Barr authorizes DOJ to investigate claims of election fraud"
1.67722222222222,190,"AG William Barr authorizes DOJ to investigate claims of election fraud"
